"","admin.","blue-collar","entrepreneur","housemaid","management","retired","self-employed","services","student","technician","unemployed","unknown","basic.4y","basic.6y","basic.9y","high.school","illiterate","professional.course","university.degree","fri","mon","thu","tue","wed","divorced","married","single","apr","aug","dec","jul","jun","mar","may","nov","oct","sep"
"91",1.74015678584934,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,1.55595593357903,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"93",1.74015678584934,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"101",-0.574590730911942,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,3.02739730584959,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"103",-0.574590730911942,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,3.02739730584959,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"107",-0.574590730911942,-0.538094810799044,-0.19119277729195,5.89723788030775,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,4.0536448949229,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"109",-0.574590730911942,-0.538094810799044,5.22968479063276,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"112",-0.574590730911942,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,5.95092054844045,-0.0482065906265639,2.9925180981669,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"135",-0.574590730911942,-0.538094810799044,-0.19119277729195,-0.169550216521089,3.61627455099116,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,1.55595593357903,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"136",-0.574590730911942,-0.538094810799044,-0.19119277729195,-0.169550216521089,3.61627455099116,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,1.55595593357903,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,2.76121939853269,-1.2282895500317,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"144",-0.574590730911942,1.85818175424844,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,2.9925180981669,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"157",-0.574590730911942,1.85818175424844,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"163",-0.574590730911942,1.85818175424844,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,2.45985702169772,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"169",-0.574590730911942,1.85818175424844,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"171",-0.574590730911942,1.85818175424844,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,1.78451501772464,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"175",-0.574590730911942,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,3.02739730584959,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,1.78451501772464,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"180",-0.574590730911942,1.85818175424844,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,2.45985702169772,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"190",1.74015678584934,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,1.55595593357903,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"194",-0.574590730911942,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,2.3122208507895,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,1.55595593357903,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"195",-0.574590730911942,1.85818175424844,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,2.45985702169772,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,-1.2282895500317,1.60216988352829,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"197",1.74015678584934,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,1.78451501772464,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"198",-0.574590730911942,1.85818175424844,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,2.45985702169772,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,-1.2282895500317,1.60216988352829,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"201",-0.574590730911942,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,3.02739730584959,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,1.78451501772464,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"209",-0.574590730911942,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,3.02739730584959,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,2.9925180981669,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,-1.2282895500317,1.60216988352829,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"212",-0.574590730911942,-0.538094810799044,-0.19119277729195,5.89723788030775,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,1.55595593357903,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,2.76121939853269,-1.2282895500317,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"224",-0.574590730911942,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,2.3122208507895,-0.168020720717669,-0.0482065906265639,2.9925180981669,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"225",-0.574590730911942,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,2.3122208507895,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,2.45985702169772,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"230",-0.574590730911942,1.85818175424844,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,2.9925180981669,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"231",1.74015678584934,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,2.63421250640292,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,-0.362114636748489,0.814040923377342,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"232",-0.574590730911942,-0.538094810799044,-0.19119277729195,-0.169550216521089,-0.276493929148299,-0.2099578175867,-0.194595603762869,3.02739730584959,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,-0.334125952352647,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,2.63421250640292,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,2.76121939853269,-1.2282895500317,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
"233",-0.574590730911942,-0.538094810799044,-0.19119277729195,-0.169550216521089,3.61627455099116,-0.2099578175867,-0.194595603762869,-0.330276425083212,-0.155303061439255,-0.43243185837596,-0.168020720717669,-0.0482065906265639,2.9925180981669,-0.246661457873351,-0.406478080092826,-0.560307954571014,-0.0110471950037914,-0.379573765234266,-0.642613288656971,-0.491603285976247,1.97416126898255,-0.503627851062346,-0.498672549040594,-0.499435537086628,2.76121939853269,-1.2282895500317,-0.624077365179665,-0.249709100432338,-0.422648579644288,-0.0626109353164515,-0.461909732693702,-0.39002392995722,-0.113374636192539,1.43549209086833,-0.342414597179305,-0.141562281105984,-0.118773688299654
